domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Pada proyek terakhir terkait High Performance Microservices Architecture, saya bertanggung jawab penuh menggunakan back-end development, rest api, system design, microservices architecture. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.89,4,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Pada proyek terakhir terkait High Performance Microservices Architecture, saya bertanggung jawab penuh menggunakan back-end development, rest api, system design, microservices architecture. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.99,0.97,4,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Pada proyek terakhir terkait High Performance Microservices Architecture, saya bertanggung jawab penuh menggunakan back-end development, rest api, system design, microservices architecture. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.99,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Pada proyek terakhir terkait High Performance Microservices Architecture, saya bertanggung jawab penuh menggunakan back-end development, rest api, system design, microservices architecture. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.9,0.9,4,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Saya pernah ikut tim mengerjakan High Performance Microservices Architecture pakai back-end development, rest api, system design, microservices architecture. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.44,0.31,2,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Saya pernah ikut tim mengerjakan High Performance Microservices Architecture pakai back-end development, rest api, system design, microservices architecture. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.26,0.31,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Saya pernah ikut tim mengerjakan High Performance Microservices Architecture pakai back-end development, rest api, system design, microservices architecture. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.34,0.44,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Saya pernah ikut tim mengerjakan High Performance Microservices Architecture pakai back-end development, rest api, system design, microservices architecture. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.18,0.42,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Saya pernah ikut tim mengerjakan High Performance Microservices Architecture pakai back-end development, rest api, system design, microservices architecture. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.29,0.24,2,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Pada proyek terakhir terkait Advanced Database Tuning & Query Indexing, saya bertanggung jawab penuh menggunakan sql, postgresql, mongodb, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.99,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Pada proyek terakhir terkait Advanced Database Tuning & Query Indexing, saya bertanggung jawab penuh menggunakan sql, postgresql, mongodb, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.92,4,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Pada proyek terakhir terkait Advanced Database Tuning & Query Indexing, saya bertanggung jawab penuh menggunakan sql, postgresql, mongodb, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.95,0.9,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Pada proyek terakhir terkait Advanced Database Tuning & Query Indexing, saya bertanggung jawab penuh menggunakan sql, postgresql, mongodb, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.87,0.91,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Pada proyek terakhir terkait Advanced Database Tuning & Query Indexing, saya bertanggung jawab penuh menggunakan sql, postgresql, mongodb, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.89,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Saya pernah ikut tim mengerjakan Advanced Database Tuning & Query Indexing pakai sql, postgresql, mongodb, back-end development. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.18,0.48,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Saya pernah ikut tim mengerjakan Advanced Database Tuning & Query Indexing pakai sql, postgresql, mongodb, back-end development. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.17,0.4,2,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Saya pernah ikut tim mengerjakan Advanced Database Tuning & Query Indexing pakai sql, postgresql, mongodb, back-end development. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.11,0.42,2,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Saya pernah ikut tim mengerjakan Advanced Database Tuning & Query Indexing pakai sql, postgresql, mongodb, back-end development. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.37,0.41,2,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Advanced Database Tuning & Query Indexing,"sql, postgresql, mongodb, back-end development","Saya pernah ikut tim mengerjakan Advanced Database Tuning & Query Indexing pakai sql, postgresql, mongodb, back-end development. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.38,0.3,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,Asynchronous Backend Processing Server,"node.js, express.js, back-end development","Pada proyek terakhir terkait Asynchronous Backend Processing Server, saya bertanggung jawab penuh menggunakan node.js, express.js, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,0.98,4,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Asynchronous Backend Processing Server,"node.js, express.js, back-end development","Pada proyek terakhir terkait Asynchronous Backend Processing Server, saya bertanggung jawab penuh menggunakan node.js, express.js, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.96,0.94,5,HIGH_QUALITY
Information & Technology,Web Development,Backend Developer,Asynchronous Backend Processing Server,"node.js, express.js, back-end development","Pada proyek terakhir terkait Asynchronous Backend Processing Server, saya bertanggung jawab penuh menggunakan node.js, express.js, back-end development. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.94,5,HIGH_QUALITY
